longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.2,34.13,30.0,3369.0,824.0,2032.0,795.0,4.0052,271516.02,<1H OCEAN
-117.22,32.81,24.0,730.0,196.0,335.0,203.0,3.5078,197361.02,NEAR OCEAN
-118.41,34.0,18.0,1307.0,441.0,884.0,456.0,2.9338,350571.12,<1H OCEAN
-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,1.7969,88713.99,INLAND
-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,441668.64,<1H OCEAN
-117.97,33.84,34.0,874.0,153.0,549.0,153.0,4.8667,195373.0,<1H OCEAN
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,76527.0,INLAND
-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,496765.96,<1H OCEAN
-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,223957.0,<1H OCEAN
-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,77584.0,INLAND
-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,250135.0,NEAR OCEAN
-122.04,37.34,23.0,2590.0,725.0,1795.0,680.0,3.16,253425.02,<1H OCEAN
-121.26,38.65,17.0,2655.0,421.0,991.0,384.0,4.6484,173357.0,INLAND
-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667,202808.0,<1H OCEAN
-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,209491.0,<1H OCEAN
-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,96748.0,INLAND
-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,201817.0,<1H OCEAN
-117.81,33.74,24.0,2696.0,649.0,1908.0,626.0,3.3047,170630.0,<1H OCEAN
-117.95,33.7,17.0,5781.0,924.0,2585.0,915.0,5.343,276099.0,<1H OCEAN
-123.82,40.12,33.0,2985.0,591.0,1221.0,486.0,2.087,95369.0,<1H OCEAN
-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422,356598.11,<1H OCEAN
-118.77,34.28,27.0,1416.0,251.0,1024.0,268.0,5.1074,211728.0,<1H OCEAN
-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,164753.0,NEAR BAY
-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,74854.0,INLAND
-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,176288.0,INLAND
-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,187581.0,<1H OCEAN
-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,140611.0,INLAND
-121.35,38.68,18.0,7923.0,1558.0,3789.0,1473.0,3.5403,127055.0,INLAND
-121.73,36.9,23.0,2392.0,721.0,3074.0,718.0,2.5195,154617.0,<1H OCEAN
-117.18,34.08,28.0,2243.0,399.0,1464.0,379.0,3.2105,102808.0,INLAND
-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,90299.96,INLAND
-119.74,36.65,19.0,2546.0,463.0,1257.0,418.0,2.9013,78675.0,INLAND
-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,160825.01,<1H OCEAN
-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,287212.03,INLAND
-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,230871.0,NEAR OCEAN
-118.5,34.2,42.0,1558.0,322.0,884.0,334.0,2.2304,194702.01,<1H OCEAN
-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,259770.0,<1H OCEAN
-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,389537.26,<1H OCEAN
-119.71,36.83,5.0,1087.0,338.0,623.0,362.0,1.8061,92309.0,INLAND
-117.89,33.88,27.0,2091.0,336.0,1037.0,332.0,5.7519,259648.0,<1H OCEAN
-117.19,33.14,12.0,3652.0,923.0,1677.0,728.0,2.3267,141131.0,<1H OCEAN
-114.62,33.62,26.0,18.0,3.0,5.0,3.0,0.536,127374.0,INLAND
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,203033.02,NEAR BAY
-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,1.6776,103868.0,<1H OCEAN
-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2.983,181967.0,NEAR BAY
-117.97,34.17,35.0,5005.0,848.0,2112.0,813.0,4.9968,286148.02,INLAND
-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,250105.0,<1H OCEAN
-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,245419.0,INLAND
-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,222571.0,<1H OCEAN
-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,159672.0,NEAR OCEAN
-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,95197.0,INLAND
-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,438372.5,NEAR BAY
-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,253303.0,NEAR OCEAN
-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,162996.0,<1H OCEAN
-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,243332.02,<1H OCEAN
-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,274242.02,NEAR OCEAN
-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,240064.01,INLAND
-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,165623.0,INLAND
-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,339890.09,<1H OCEAN
-118.23,34.14,33.0,2865.0,864.0,2061.0,790.0,2.6268,199057.0,<1H OCEAN
-119.72,34.43,27.0,984.0,299.0,777.0,313.0,2.5694,248487.0,<1H OCEAN
-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,239233.01,<1H OCEAN
-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2.32,113782.0,NEAR OCEAN
-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015,144974.0,<1H OCEAN
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,287959.0,<1H OCEAN
-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,167145.0,<1H OCEAN
-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,113023.0,INLAND
-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,303060.02,<1H OCEAN
-121.36,38.01,16.0,926.0,230.0,451.0,198.0,4.0221,133158.0,INLAND
-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,87603.0,INLAND
-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,334046.09,<1H OCEAN
-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,226434.0,NEAR OCEAN
-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,218969.0,<1H OCEAN
-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,363161.02,<1H OCEAN
-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,205190.0,<1H OCEAN
-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,159576.0,INLAND
-117.99,33.73,24.0,2104.0,421.0,1181.0,414.0,3.8365,198607.0,<1H OCEAN
-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,173666.0,<1H OCEAN
-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,399822.4,<1H OCEAN
-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,66276.0,INLAND
-122.38,37.58,52.0,1704.0,226.0,671.0,243.0,8.4704,488742.86,NEAR OCEAN
-117.84,33.74,22.0,6072.0,1802.0,4715.0,1666.0,3.1353,174788.0,<1H OCEAN
-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,162409.0,<1H OCEAN
-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,324851.0,NEAR OCEAN
-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,83947.0,INLAND
-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,112003.0,INLAND
-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,186246.0,<1H OCEAN
-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,369767.02,<1H OCEAN
-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048,114686.0,INLAND
-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,146934.0,INLAND
-118.07,33.99,41.0,1204.0,252.0,1002.0,248.0,3.0577,167676.0,<1H OCEAN
-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,101393.0,<1H OCEAN
-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276,251139.0,<1H OCEAN
-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,74062.0,INLAND
-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,300191.0,NEAR OCEAN
-118.16,34.7,33.0,2918.0,494.0,1365.0,478.0,4.8787,211323.0,INLAND
-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,277849.0,INLAND
-119.73,36.52,20.0,1741.0,331.0,1466.0,289.0,2.5921,68510.0,INLAND
-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864,398799.07,NEAR BAY
-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,404243.05,<1H OCEAN
-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,265125.0,<1H OCEAN
-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,167530.0,<1H OCEAN
-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,4.6463,242125.0,NEAR BAY
-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,362863.18,<1H OCEAN
-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2.0,96668.0,<1H OCEAN
-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,134079.0,INLAND
-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,85459.0,INLAND
-122.7,38.45,26.0,2011.0,557.0,855.0,530.0,1.125,165116.0,<1H OCEAN
-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,319726.07,<1H OCEAN
-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,101150.0,INLAND
-121.27,38.12,44.0,2356.0,482.0,1043.0,443.0,2.4949,94835.0,INLAND
-119.72,34.42,31.0,1524.0,383.0,1257.0,398.0,2.6019,232471.0,NEAR OCEAN
-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4.625,138191.0,INLAND
-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,5.5941,400704.23,<1H OCEAN
-120.85,37.51,15.0,1131.0,285.0,728.0,281.0,1.5531,108457.0,INLAND
-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816,261884.01,NEAR BAY
-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,123148.0,<1H OCEAN
-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4.25,191158.0,<1H OCEAN
-117.01,32.73,22.0,2526.0,530.0,1556.0,529.0,2.8646,138955.0,NEAR OCEAN
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,233753.0,NEAR BAY
-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,462479.45,NEAR OCEAN
-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,317790.0,<1H OCEAN
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,101995.0,NEAR BAY
-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,352285.08,<1H OCEAN
-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,170518.0,<1H OCEAN
-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,147001.0,INLAND
-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,347000.22,NEAR OCEAN
-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,269008.04,NEAR OCEAN
-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,232127.0,NEAR OCEAN
-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,340719.0,<1H OCEAN
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,169266.0,<1H OCEAN
-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,325059.01,INLAND
-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,414260.05,<1H OCEAN
-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217,276695.07,<1H OCEAN
-121.98,37.27,25.0,3075.0,564.0,1633.0,543.0,5.2528,278303.0,<1H OCEAN
-117.02,32.73,22.0,5201.0,865.0,3280.0,817.0,4.7952,167386.0,NEAR OCEAN
-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,221502.0,INLAND
-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,350102.05,NEAR BAY
-117.24,34.14,6.0,2383.0,606.0,1301.0,488.0,3.016,117367.0,INLAND
-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,234017.01,<1H OCEAN
-118.02,33.92,34.0,2169.0,418.0,1169.0,406.0,3.2222,185710.0,<1H OCEAN
-117.82,33.82,22.0,3173.0,372.0,1181.0,355.0,8.3637,374301.02,<1H OCEAN
-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,208843.0,<1H OCEAN
-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,288530.0,NEAR BAY
-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,81691.99,INLAND
-118.18,34.03,26.0,859.0,255.0,835.0,232.0,1.1929,171869.01,<1H OCEAN
-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,364555.05,NEAR BAY
-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,151795.0,INLAND
-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,407734.31,<1H OCEAN
-122.62,38.24,33.0,1369.0,280.0,758.0,246.0,4.0341,201927.0,<1H OCEAN
-122.33,38.29,14.0,3541.0,499.0,1577.0,459.0,5.3351,213454.0,NEAR BAY
-119.82,36.79,35.0,1474.0,291.0,709.0,294.0,2.6522,72659.0,INLAND
-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,191418.0,<1H OCEAN
-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,403702.04,NEAR BAY
-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,98405.0,<1H OCEAN
-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,292675.0,<1H OCEAN
-120.46,37.29,30.0,2972.0,635.0,1940.0,590.0,2.3594,86307.0,INLAND
-121.97,36.97,24.0,3665.0,870.0,1954.0,833.0,2.8036,230776.0,NEAR OCEAN
-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,168834.0,NEAR OCEAN
-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,208167.04,NEAR OCEAN
-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,113473.0,NEAR OCEAN
-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,196645.0,<1H OCEAN
-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,240420.0,NEAR OCEAN
-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,190749.04,<1H OCEAN
-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,155674.0,<1H OCEAN
-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,68970.0,INLAND
-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,143533.0,INLAND
-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,93511.0,INLAND
-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,169823.0,INLAND
-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,136891.0,<1H OCEAN
-118.15,33.94,37.0,1594.0,321.0,1003.0,323.0,3.3289,212249.0,<1H OCEAN
-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,188228.0,<1H OCEAN
-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2.3641,113128.0,NEAR OCEAN
-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,201142.0,<1H OCEAN
-118.14,34.06,37.0,1339.0,258.0,706.0,238.0,4.7569,226494.0,<1H OCEAN
-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,105030.0,<1H OCEAN
-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,361504.2,NEAR OCEAN
-122.23,40.57,18.0,1633.0,243.0,750.0,252.0,5.1585,186487.0,INLAND
-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,159783.0,NEAR OCEAN
-118.51,34.0,52.0,1241.0,502.0,679.0,459.0,2.3098,369404.17,<1H OCEAN
-118.09,33.74,44.0,1671.0,390.0,871.0,367.0,4.6369,392325.14,NEAR OCEAN
-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,78744.0,INLAND
-117.22,32.75,26.0,696.0,185.0,384.0,184.0,2.6121,225435.05,NEAR OCEAN
-122.04,37.62,35.0,1032.0,173.0,453.0,176.0,6.396,363338.01,NEAR BAY
-117.22,34.07,8.0,3065.0,692.0,1440.0,666.0,3.2368,114131.0,INLAND
-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5.2563,158008.01,INLAND
-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875,89201.0,NEAR OCEAN
-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186,460501.51,NEAR BAY
-118.24,33.96,34.0,1724.0,432.0,1876.0,416.0,2.1078,108147.0,<1H OCEAN
-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,149768.0,INLAND
-119.29,34.28,38.0,2387.0,748.0,1537.0,741.0,2.3147,197246.0,NEAR OCEAN
-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,1.5089,111739.0,<1H OCEAN
-122.14,37.44,52.0,3117.0,468.0,1114.0,421.0,6.6756,463576.59,NEAR BAY
-117.13,32.58,27.0,2511.0,615.0,1427.0,576.0,3.1645,149968.0,NEAR OCEAN
-119.67,36.33,19.0,1241.0,244.0,850.0,237.0,2.9375,72853.0,INLAND
-122.43,37.81,39.0,3275.0,837.0,1137.0,725.0,3.7679,416680.49,NEAR BAY
-121.39,38.63,30.0,2930.0,739.0,1661.0,668.0,2.7813,121226.0,INLAND
-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,304163.03,<1H OCEAN
-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,183760.0,<1H OCEAN
-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,380194.13,NEAR OCEAN
-117.82,34.13,27.0,3770.0,573.0,1606.0,562.0,6.1321,245548.02,INLAND
-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,60640.0,INLAND
-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,478142.64,INLAND
-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2.4952,136579.0,INLAND
-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,126542.0,<1H OCEAN
-121.71,38.56,20.0,8627.0,1516.0,4071.0,1466.0,4.2198,196926.0,INLAND
-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,203856.0,NEAR BAY
-122.08,37.39,4.0,2292.0,,1050.0,584.0,4.8036,286368.06,NEAR BAY
-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,233168.01,NEAR OCEAN
-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,206935.0,<1H OCEAN
-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,112708.0,<1H OCEAN
-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,75214.0,INLAND
-122.54,37.99,32.0,2236.0,348.0,818.0,330.0,7.3521,410660.3,NEAR BAY
-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,129432.0,NEAR OCEAN
-118.34,34.04,35.0,2345.0,607.0,2042.0,565.0,2.5955,183054.0,<1H OCEAN
-120.44,34.93,15.0,868.0,244.0,1133.0,253.0,2.0995,105962.0,<1H OCEAN
-118.54,34.23,29.0,1753.0,342.0,1318.0,333.0,4.125,195833.0,<1H OCEAN
-117.05,32.76,37.0,4879.0,906.0,2076.0,871.0,3.6625,165457.0,NEAR OCEAN
-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,339555.04,NEAR OCEAN
-122.53,38.01,27.0,3121.0,531.0,1318.0,489.0,5.4781,294907.01,NEAR BAY
-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,330675.03,<1H OCEAN
-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,173963.0,<1H OCEAN
-122.43,37.64,42.0,4091.0,757.0,1861.0,771.0,4.207,301492.0,NEAR OCEAN
-116.88,34.08,52.0,3419.0,777.0,710.0,265.0,3.9028,126151.0,INLAND
-122.09,37.41,8.0,1480.0,414.0,856.0,445.0,2.8203,211388.02,NEAR BAY
-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537,273633.01,<1H OCEAN
-122.78,38.44,14.0,4143.0,656.0,1569.0,629.0,3.9766,207262.0,<1H OCEAN
-122.31,38.34,19.0,4187.0,684.0,1827.0,605.0,4.5293,190135.0,NEAR BAY
-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3.7454,139819.0,INLAND
-122.01,37.93,25.0,2652.0,335.0,1062.0,334.0,7.5898,368634.08,NEAR BAY
-118.85,34.21,29.0,2195.0,414.0,1360.0,401.0,3.4773,196161.0,<1H OCEAN
-122.37,38.33,29.0,1868.0,291.0,764.0,284.0,4.825,208109.01,NEAR BAY
-118.11,34.07,19.0,3215.0,907.0,3072.0,870.0,2.3393,191701.01,<1H OCEAN
-121.28,38.7,15.0,5828.0,1051.0,2868.0,1037.0,3.7813,153116.0,INLAND
-118.1,34.08,37.0,2894.0,659.0,1977.0,636.0,2.543,188685.0,<1H OCEAN
-120.07,36.96,32.0,1268.0,283.0,549.0,273.0,1.4511,66826.0,INLAND
-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,185415.0,<1H OCEAN
-122.42,37.8,52.0,3823.0,1040.0,1830.0,977.0,4.2458,486960.86,NEAR BAY
-118.7,34.3,23.0,2831.0,406.0,1284.0,393.0,6.1383,278699.01,<1H OCEAN
-117.12,32.57,35.0,1450.0,256.0,930.0,286.0,2.6715,139017.0,NEAR OCEAN
-122.42,37.8,52.0,3067.0,870.0,2122.0,850.0,2.5603,263536.08,NEAR BAY
-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,77718.0,INLAND
-122.66,39.02,16.0,3715.0,810.0,943.0,510.0,1.7446,96052.0,INLAND
-118.45,33.99,52.0,1010.0,244.0,573.0,242.0,4.1861,335069.02,<1H OCEAN
-117.61,34.08,12.0,4427.0,,2400.0,843.0,4.7147,162949.0,INLAND
-117.96,33.93,15.0,2014.0,419.0,839.0,390.0,4.7446,215328.0,<1H OCEAN
-115.73,32.8,44.0,472.0,81.0,206.0,57.0,2.2083,81142.0,INLAND
-118.12,34.1,34.0,2918.0,555.0,1435.0,568.0,4.2344,296076.04,<1H OCEAN
-117.96,33.65,18.0,3603.0,879.0,1549.0,756.0,4.0229,219219.0,<1H OCEAN
-118.57,34.2,33.0,1759.0,311.0,943.0,315.0,5.223,246754.0,<1H OCEAN
-119.02,35.41,41.0,2221.0,516.0,1106.0,473.0,1.97,67793.0,INLAND
-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,93702.0,INLAND
-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667,462378.58,NEAR BAY
-117.15,32.91,14.0,1259.0,238.0,889.0,247.0,4.9464,185304.01,<1H OCEAN
-118.44,34.29,30.0,1632.0,401.0,1357.0,401.0,3.1588,177151.0,<1H OCEAN
-119.8,36.02,20.0,156.0,39.0,171.0,37.0,3.05,91704.0,INLAND
-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434,70655.0,INLAND
-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,1.6027,98575.0,<1H OCEAN
-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,460131.6,<1H OCEAN
-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,346704.12,NEAR BAY
-121.56,39.08,26.0,1377.0,289.0,761.0,267.0,1.4934,62178.0,INLAND
-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,212402.0,<1H OCEAN
-122.29,38.3,52.0,144.0,54.0,89.0,48.0,1.0096,184142.02,NEAR BAY
-118.15,33.9,20.0,2850.0,737.0,1855.0,662.0,2.809,177172.0,<1H OCEAN
-122.04,37.34,28.0,3081.0,460.0,1260.0,461.0,7.5372,427268.28,<1H OCEAN
-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,262819.0,<1H OCEAN
-117.12,32.74,46.0,1898.0,441.0,978.0,439.0,3.2708,163120.0,NEAR OCEAN
-118.95,35.38,35.0,2220.0,388.0,906.0,373.0,3.5938,89467.0,INLAND
-122.08,37.4,23.0,806.0,158.0,373.0,156.0,5.9291,325387.04,NEAR BAY
-118.26,33.88,40.0,519.0,102.0,330.0,95.0,3.0972,133078.0,<1H OCEAN
-119.76,36.79,32.0,2463.0,468.0,1261.0,486.0,3.3281,87515.0,INLAND
-118.25,33.98,39.0,1553.0,461.0,2271.0,437.0,1.7378,101417.0,<1H OCEAN
-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,51541.0,INLAND
-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,55489.0,INLAND
-118.21,33.8,44.0,1387.0,280.0,984.0,302.0,4.25,183643.01,NEAR OCEAN
-118.27,34.15,7.0,2837.0,776.0,2287.0,736.0,3.008,227468.0,<1H OCEAN
-119.96,35.99,25.0,1047.0,270.0,1505.0,286.0,2.0976,52667.0,INLAND
-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,249262.0,INLAND
-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,236529.0,NEAR OCEAN
-121.32,38.67,31.0,2532.0,479.0,1396.0,467.0,4.0417,125068.0,INLAND
-118.07,33.96,30.0,928.0,230.0,913.0,214.0,2.6991,161558.0,<1H OCEAN
-117.0,32.77,35.0,2114.0,317.0,881.0,320.0,5.5,200424.0,<1H OCEAN
-121.99,37.54,18.0,3584.0,715.0,1673.0,661.0,3.9444,240717.0,<1H OCEAN
-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225,147128.0,INLAND
-118.56,34.21,13.0,8327.0,1849.0,4126.0,1773.0,3.7313,234303.0,<1H OCEAN
-116.92,32.82,16.0,2784.0,468.0,1458.0,465.0,4.0048,167945.0,<1H OCEAN
-122.2,37.78,50.0,1867.0,403.0,1128.0,378.0,2.5401,128391.0,NEAR BAY
-122.41,37.71,28.0,5015.0,1240.0,3900.0,1029.0,1.2269,224267.07,NEAR BAY
